command_id,command_type,complexity,method,valid_json,rejected,rejection_category,schema_valid,semantic_valid,compilation_success,executable,retry_count,attempt_count,latency_ms,prompt_tokens,completion_tokens,error_type,error_detail,payload_json,compiled_json,goals_json,valid_input,expected_error,correct_rejection,false_executable,missing_field_count,required_field_slots,invalid_uav_count,uav_reference_count,invalid_formation_count,formation_task_count
simple_03,simple,1,lfs_schema,true,false,,true,false,true,true,0,1,9379,588,668,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[1,2,3,4,5,6],""F"":""Sphere"",""c"":[1,1,5],""r"":2.5,""T"":10,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":10.0,""uav_id"":[1,2,3,4,5,6],""uav_count"":6,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[1.0,1.0,5.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Sphere"",""formation_radius"":2.5}}]}","[{""uav_ids"":[1,2,3,4,5,6],""goals"":[[1.0,3.5,5.0],[-0.4747377561566397,2.5,6.350980588523048],[1.214148415949579,1.5,2.5598892533439623],[2.4903647490784038,0.5000000000000001,6.943916900154033],[-0.9694269706308574,-0.5000000000000002,4.651636099241377],[1.0,-1.5,5.0]]}]",true,,false,false,0,8,0,6,0,1
simple_03,simple,1,direct_waypoint,true,false,,false,false,true,true,0,1,15291,474,1333,,,"{""tasks"":[{""task_id"":1,""formation_type"":""Sphere"",""duration"":10,""motion_style"":""normal"",""safety_factor"":1.0,""trigger"":""direct"",""uav_to_goal"":[{""uav_id"":1,""goal"":[3.5,1.0,5.0]},{""uav_id"":2,""goal"":[-1.5,1.0,5.0]},{""uav_id"":3,""goal"":[1.0,3.5,5.0]},{""uav_id"":4,""goal"":[1.0,-1.5,5.0]},{""uav_id"":5,""goal"":[1.0,1.0,7.5]},{""uav_id"":6,""goal"":[1.0,1.0,2.5]}]}]}",,"[{""uav_ids"":[1,2,3,4,5,6],""goals"":[[3.5,1.0,5.0],[-1.5,1.0,5.0],[1.0,3.5,5.0],[1.0,-1.5,5.0],[1.0,1.0,7.5],[1.0,1.0,2.5]]}]",true,,false,false,0,7,0,6,0,1
simple_04,simple,2,lfs_schema,true,false,,true,false,true,true,0,1,6199,586,557,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[1,2,3],""F"":""Triangle"",""c"":[-2,3,4],""r"":2,""T"":6,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":6.0,""uav_id"":[1,2,3],""uav_count"":3,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[-2.0,3.0,4.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Triangle"",""formation_radius"":2.0}}]}","[{""uav_ids"":[1,2,3],""goals"":[[0.0,3.0,4.0],[-2.9999999999999996,4.732050807568878,4.0],[-3.000000000000001,1.2679491924311233,4.0]]}]",true,,false,false,0,8,0,3,0,1
simple_04,simple,2,task_json_no_schema,true,false,,false,false,true,true,0,1,9781,514,776,,,"{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":6,""uav_id"":[1,2,3],""uav_count"":3,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[-2,3,4],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Triangle"",""formation_radius"":2}}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":6,""uav_id"":[1,2,3],""uav_count"":3,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[-2,3,4],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Triangle"",""formation_radius"":2}}]}","[{""uav_ids"":[1,2,3],""goals"":[[0.0,3.0,4.0],[-2.9999999999999996,4.732050807568878,4.0],[-3.000000000000001,1.2679491924311233,4.0]]}]",true,,false,false,0,12,0,3,0,1
simple_04,simple,2,lfs_schema_semantic,true,false,,true,true,true,true,0,1,7753,586,510,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[1,2,3],""F"":""Triangle"",""c"":[-2,3,4],""r"":2,""T"":6,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":6.0,""uav_id"":[1,2,3],""uav_count"":3,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[-2.0,3.0,4.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Triangle"",""formation_radius"":2.0}}]}","[{""uav_ids"":[1,2,3],""goals"":[[0.0,3.0,4.0],[-2.9999999999999996,4.732050807568878,4.0],[-3.000000000000001,1.2679491924311233,4.0]]}]",true,,false,false,0,8,0,3,0,1
simple_05,simple,1,lfs_schema,true,false,,true,false,true,true,0,1,5212,587,330,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[1,2,3,4,5,6],""F"":""Polygon"",""c"":[4,-2,5],""r"":3,""T"":9,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":9.0,""uav_id"":[1,2,3,4,5,6],""uav_count"":6,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[4.0,-2.0,5.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Polygon"",""formation_radius"":3.0}}]}","[{""uav_ids"":[1,2,3,4,5,6],""goals"":[[7.0,-2.0,5.0],[5.5,0.598076211353316,5.0],[2.500000000000001,0.598076211353316,5.0],[1.0,-1.9999999999999996,5.0],[2.4999999999999987,-4.598076211353315,5.0],[5.5,-4.598076211353316,5.0]]}]",true,,false,false,0,8,0,6,0,1
simple_05,simple,1,task_json_no_schema,true,false,,false,false,true,true,0,1,11023,515,802,,,"{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":9,""uav_id"":[1,2,3,4,5,6],""uav_count"":6,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[4,-2,5],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Polygon"",""formation_radius"":3}}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":9,""uav_id"":[1,2,3,4,5,6],""uav_count"":6,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[4,-2,5],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Polygon"",""formation_radius"":3}}]}","[{""uav_ids"":[1,2,3,4,5,6],""goals"":[[7.0,-2.0,5.0],[5.5,0.598076211353316,5.0],[2.500000000000001,0.598076211353316,5.0],[1.0,-1.9999999999999996,5.0],[2.4999999999999987,-4.598076211353315,5.0],[5.5,-4.598076211353316,5.0]]}]",true,,false,false,0,12,0,6,0,1
simple_05,simple,1,lfs_schema_semantic,true,false,,true,true,true,true,0,1,7327,587,568,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[1,2,3,4,5,6],""F"":""Polygon"",""c"":[4,-2,5],""r"":3,""T"":9,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":9.0,""uav_id"":[1,2,3,4,5,6],""uav_count"":6,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[4.0,-2.0,5.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Polygon"",""formation_radius"":3.0}}]}","[{""uav_ids"":[1,2,3,4,5,6],""goals"":[[7.0,-2.0,5.0],[5.5,0.598076211353316,5.0],[2.500000000000001,0.598076211353316,5.0],[1.0,-1.9999999999999996,5.0],[2.4999999999999987,-4.598076211353315,5.0],[5.5,-4.598076211353316,5.0]]}]",true,,false,false,0,8,0,6,0,1
simple_05,simple,1,direct_waypoint,true,false,,false,false,true,true,0,1,22990,473,1885,,,"{""tasks"":[{""task_id"":1,""formation_type"":""Polygon"",""duration"":9,""motion_style"":""normal"",""safety_factor"":1.0,""trigger"":""direct"",""uav_to_goal"":[{""uav_id"":1,""goal"":[7.0,-2.0,5.0]},{""uav_id"":2,""goal"":[5.5,0.598075,5.0]},{""uav_id"":3,""goal"":[2.5,0.598075,5.0]},{""uav_id"":4,""goal"":[1.0,-2.0,5.0]},{""uav_id"":5,""goal"":[2.5,-4.598075,5.0]},{""uav_id"":6,""goal"":[5.5,-4.598075,5.0]}]}]}",,"[{""uav_ids"":[1,2,3,4,5,6],""goals"":[[7.0,-2.0,5.0],[5.5,0.598075,5.0],[2.5,0.598075,5.0],[1.0,-2.0,5.0],[2.5,-4.598075,5.0],[5.5,-4.598075,5.0]]}]",true,,false,false,0,7,0,6,0,1
simple_04,simple,2,direct_waypoint,true,false,,false,false,true,true,0,1,32353,472,2365,,,"{""tasks"":[{""task_id"":1,""formation_type"":""Triangle"",""duration"":6,""motion_style"":""normal"",""safety_factor"":1.0,""trigger"":""direct"",""uav_to_goal"":[{""uav_id"":1,""goal"":[0,3,4]},{""uav_id"":2,""goal"":[-3,4.732,4]},{""uav_id"":3,""goal"":[-3,1.268,4]}]}]}",,"[{""uav_ids"":[1,2,3],""goals"":[[0.0,3.0,4.0],[-3.0,4.732,4.0],[-3.0,1.268,4.0]]}]",true,,false,false,0,7,0,3,0,1
simple_06,simple,2,task_json_no_schema,true,false,,false,false,true,true,0,1,12306,518,914,,,"{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":7,""uav_id"":[2,3,4,5,6],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0,5,3],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Lineup"",""formation_radius"":1.5}}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":7,""uav_id"":[2,3,4,5,6],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0,5,3],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Lineup"",""formation_radius"":1.5}}]}","[{""uav_ids"":[2,3,4,5,6],""goals"":[[-3.0,5.0,3.0],[-1.5,5.0,3.0],[0.0,5.0,3.0],[1.5,5.0,3.0],[3.0,5.0,3.0]]}]",true,,false,false,0,12,0,5,1,1
simple_06,simple,2,direct_waypoint,true,false,,false,false,true,true,0,1,15203,476,1051,,,"{""tasks"":[{""task_id"":1,""formation_type"":""Lineup"",""duration"":7,""motion_style"":""normal"",""safety_factor"":1.0,""trigger"":""direct"",""uav_to_goal"":[{""uav_id"":2,""goal"":[-3.0,5,3]},{""uav_id"":3,""goal"":[-1.5,5,3]},{""uav_id"":4,""goal"":[0,5,3]},{""uav_id"":5,""goal"":[1.5,5,3]},{""uav_id"":6,""goal"":[3.0,5,3]}]}]}",,"[{""uav_ids"":[2,3,4,5,6],""goals"":[[-3.0,5.0,3.0],[-1.5,5.0,3.0],[0.0,5.0,3.0],[1.5,5.0,3.0],[3.0,5.0,3.0]]}]",true,,false,false,0,7,0,5,1,1
simple_06,simple,2,lfs_schema,true,false,,true,false,true,true,0,1,6780,590,438,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[2,3,4,5,6],""F"":""Line"",""c"":[0,5,3],""r"":1.5,""T"":7,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":7.0,""uav_id"":[2,3,4,5,6],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0.0,5.0,3.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":1.5}}]}","[{""uav_ids"":[2,3,4,5,6],""goals"":[[-3.0,5.0,3.0],[-1.5,5.0,3.0],[0.0,5.0,3.0],[1.5,5.0,3.0],[3.0,5.0,3.0]]}]",true,,false,false,0,8,0,5,0,1
simple_06,simple,2,lfs_schema_semantic,true,false,,true,true,true,true,0,1,8297,590,579,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[2,3,4,5,6],""F"":""Line"",""c"":[0,5,3],""r"":1.5,""T"":7,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":7.0,""uav_id"":[2,3,4,5,6],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0.0,5.0,3.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":1.5}}]}","[{""uav_ids"":[2,3,4,5,6],""goals"":[[-3.0,5.0,3.0],[-1.5,5.0,3.0],[0.0,5.0,3.0],[1.5,5.0,3.0],[3.0,5.0,3.0]]}]",true,,false,false,0,8,0,5,0,1
simple_07,simple,1,task_json_no_schema,true,false,,false,false,true,true,0,1,6543,513,452,,,"{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":12,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[3,8,3],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":3}}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":12,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[3,8,3],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":3}}]}","[{""uav_ids"":[1,2,3,4,5],""goals"":[[6.0,8.0,3.0],[3.9270509831248424,10.853169548885461,3.0],[0.5729490168751581,9.76335575687742,3.0],[0.5729490168751572,6.236644243122581,3.0],[3.9270509831248415,5.146830451114539,3.0]]}]",true,,false,false,0,12,0,5,0,1
simple_07,simple,1,lfs_schema,true,false,,true,false,true,true,0,1,7010,585,483,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[3,8,3],""r"":3,""T"":12,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":12.0,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[3.0,8.0,3.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":3.0}}]}","[{""uav_ids"":[1,2,3,4,5],""goals"":[[6.0,8.0,3.0],[3.9270509831248424,10.853169548885461,3.0],[0.5729490168751581,9.76335575687742,3.0],[0.5729490168751572,6.236644243122581,3.0],[3.9270509831248415,5.146830451114539,3.0]]}]",true,,false,false,0,8,0,5,0,1
